id,node_id,explanation
a6366bd0-320f-446e-a613-e59ddc6592ed,80335537_u4_t2_s2,"If you omit break after a case, execution continues (falls through) into the next case block even if the next case doesn't match. This can be a bug or intentional. Example: case 'Mon': case 'Tue': doWeekday(); break; — both Monday and Tuesday run doWeekday() because Mon falls through to Tue."
580aa3cc-3b02-42ac-8565-c3591b923552,80335537_u4_t3_s1,"Arrow functions drop the function keyword and use =>. Example: const add = (a, b) => a + b is equivalent to const add = function(a,b){ return a+b; }. Commonly used as callbacks: [1,2,3].map(n => n * 2)."
87f55e01-0459-4800-9dab-095117b81f84,80335537_u4_t3_s2,"If the function body is a single expression, omit curly braces and the return keyword — the expression is returned automatically. Example: const square = x => x * x implicitly returns x * x. This only works for single expressions, not multi-statement bodies."
413087bc-0d6f-415c-b71d-ec9f4e0711ce,80335537_u4_t3_s3,"When an arrow function has exactly one parameter, parentheses are optional. Example: const double = n => n * 2 is valid. With zero or two or more parameters, parentheses are required: () => 42 or (a, b) => a + b."
eba62a9c-d518-4a53-9108-e92f13ace46d,80335537_u4_t3_s4,"When there are no parameters, you must include empty parentheses before =>. Example: const greet = () => 'Hello!' — you cannot omit the (). This is the one form of parentheses that is always required in arrow functions."
b4f90e73-40d3-401b-9450-d178d0dbacca,80335537_u4_t3_s5,"If an arrow function implicitly returns an object literal, wrap it in parentheses to avoid it being parsed as a code block. Example: const makeObj = id => ({ id }) — without the outer (), the {} is treated as a function body, not an object. This is a very common beginner mistake."
9b4f38ce-412c-4bb5-8966-d94afa909108,80335537_u5_t1_s1,"When a function is called as a method of an object (obj.method()), this refers to that object. Example: const user = { name: 'Alice', greet(){ return this.name; } } — calling user.greet() returns 'Alice' because this is the user object at the time of the call."
20aa925c-b450-4187-8a5d-e3db6cf7bd2b,80335537_u5_t1_s2,"A regular function called without an object context has this set to the global object (window in browsers, global in Node) in non-strict mode. In strict mode, this is undefined. Example: function show(){ console.log(this); } — in the browser this logs the window object."
aa64260d-f689-467c-ba25-6060aae5d8dd,80335537_u5_t1_s3,"Arrow functions do not have their own this. They capture this from the surrounding scope when they are defined. Example: in a method that uses setInterval with an arrow callback, this inside the callback still refers to the parent object, not the global object."
806e6a0c-2283-428b-b704-7d19591cb127,80335537_u5_t1_s4,"When called with new, JS creates a new empty object, sets this to that object, runs the function body, and returns this. Example: function Car(brand){ this.brand = brand; } — new Car('Toyota') creates {brand:'Toyota'} because this was the new instance inside the constructor."
6632dad8-0d95-42d2-8e9d-08fbce881dbb,80335537_u5_t1_s5,"Arrow functions are ideal as event or timer callbacks when you need this to refer to the enclosing object. Example: class Timer { start(){ setInterval(() => { this.tick(); }, 1000); } } — the arrow preserves this as the Timer instance rather than the global object."
8dd47a99-acad-4550-8993-e7c2cd2a42d4,80335537_u5_t2_s1,"Numbers, strings, booleans, undefined, null, and symbols are primitives. They cannot be altered in place. Example: 'hello'.toUpperCase() does not change the original string — it returns a new string 'HELLO'. To change a primitive you reassign the variable, you do not modify the value itself."
88deb733-4e84-46f7-b81b-01fd39e6e11a,80335537_u5_t2_s2,Strings in JavaScript are immutable. Methods like .slice() or .replace() always return new strings without touching the original. Example: const original = 'hello'; const upper = original.toUpperCase(); — original is still 'hello'; upper is the new string 'HELLO'.
fb6081bd-3a62-4087-ae04-f4124cf8a612,80335537_u5_t2_s3,"Booleans (true/false) are primitive and immutable. You cannot mutate a boolean value — you can only reassign a variable. Example: let flag = true; flag = false; — this reassigns the variable, it does not modify the original true value."
5e70ce99-2173-44d0-9b53-1906d0cd445a,80335537_u5_t2_s4,"Symbols are unique, immutable primitive values used as object property keys. Each Symbol() call creates a totally unique value. Example: const id = Symbol('id') — even a second Symbol('id') is not equal to the first. Useful for preventing property name collisions on objects."
5b602e23-98eb-4e39-8f8f-8bd1b7e9b28e,80335537_u5_t2_s5,undefined is the default value JS gives to uninitialized variables. It is a primitive and immutable. Example: let x; console.log(x) outputs undefined. You cannot modify undefined itself — you can only reassign the variable to something else.
a15fcd1f-8ba5-4175-8c5c-0bbbe8729c2a,80335537_u5_t2_s6,"Objects are mutable — you can add, change, or delete their properties after creation. Example: const user = {name: 'Alice'}; user.name = 'Bob'; — this modifies the same object. Even declared with const, the object's properties can still be changed."
5825e4a6-5ffa-464e-a95b-bb74afed985a,80335537_u5_t2_s7,"Arrays are objects and are mutable. Methods like push(), pop(), and splice() change the array in place. Example: const nums = [1,2,3]; nums.push(4); — nums is now [1,2,3,4]. const only prevents reassigning the variable, not mutating the array's contents."
bfb4fa9d-eb64-4e10-80f1-50eeeaf86a05,80335537_u5_t2_s8,Functions are objects in JS and can have properties added to them at any time. Example: function greet(){} greet.language = 'English'; — this works because functions are mutable objects. You can add and change function properties just like regular object properties.
82ec550d-6577-46db-9d2b-869d9308d460,80335537_u5_t2_s9,"When you assign an object to another variable, both point to the same memory location. Changing through one variable affects the other. Example: const a = {x:1}; const b = a; b.x = 99; — a.x is now also 99. Use spread or Object.assign to make an independent copy."
1b59ac69-7d1d-4eef-b4d6-e507185cf9eb,80335537_u5_t2_s10,Primitives are copied by value: let a=5; let b=a; b=10; — a is still 5. Objects are copied by reference: let o={v:5}; let p=o; p.v=10; — o.v is now 10. This distinction is fundamental and a frequent source of bugs in JS applications.
d57c00bc-979b-4279-a9c1-509e72e25169,80335537_u5_t3_s1,"let declares a block-scoped variable that can be initialized later and reassigned freely. Example: let count = 0; count = count + 1; is valid. Scoped to the nearest enclosing block, so it does not accidentally leak into outer scopes the way var does."
e489c96e-5f26-4702-a223-b2401f3376d3,80335537_u5_t3_s2,"const declares a block-scoped variable that must be initialized at declaration and cannot be reassigned. Example: const PI = 3.14; PI = 3 throws a TypeError. However, if const holds an object or array, its contents can still be mutated — const prevents rebinding, not mutation."
23a35b06-c905-4616-9ae3-0ff8cd318353,80335537_u5_t3_s3,var is the old way to declare variables. It is function-scoped (not block-scoped) and hoisted to the top of its function. Example: using var inside an if block makes it accessible outside the block within the same function. This leads to surprising bugs and is why let/const are preferred.
39e402e5-644c-4e30-8c4b-0d1349e4a887,80335537_u5_t3_s4,"Variables declared with let can be reassigned at any time after declaration. Example: let score = 10; score = 20; is perfectly valid. This makes let the right choice for counters, accumulators, or any value that changes over time."
5de310f1-f426-49c2-b5ca-e9cee1ce42c2,80335537_u5_t3_s5,Block scope means a variable is only accessible within the {} block where it was declared. Example: if(true){ let x = 5; } console.log(x); throws ReferenceError because x only existed inside the if block. This scoping makes code predictable.
07d176df-3542-4231-801d-df394e5c89e2,80335537_u5_t3_s6,"Unlike let, const must be assigned a value at declaration time. Writing const x; without a value causes a SyntaxError immediately. Example: const name = 'Alice'; is valid; const name; is not. This enforces that constants always have a known value from the start."
bac93388-0b5c-476c-a319-26143f901d86,80335537_u5_t3_s7,"Once a const variable is set, you cannot use = to point it at a new value. Example: const url = 'https://example.com'; url = 'https://other.com'; throws TypeError. The binding (the variable-to-value link) is frozen, though the value may be mutable if it is an object."
603c5b11-674f-413c-b818-32028b71aae1,80335537_u5_t3_s8,"const only prevents reassignment of the variable, not changes to the value it holds. Example: const user = {name:'Alice'}; user.name = 'Bob'; is perfectly valid — you changed a property of the object, not the variable itself. To fully freeze an object, use Object.freeze()."
a66dfecd-21dc-49e1-93d3-fd3d1d0e0cfc,80335537_u5_t3_s9,"var is hoisted to the top of its enclosing function and initialized as undefined. This means you can reference a var variable before its declaration line without an error (though its value is undefined). Example: console.log(x); var x = 5; logs undefined, not a ReferenceError."
a5f6df92-636e-44e5-b970-a643fb3d24a2,80335537_u5_t3_s10,"A const array or object's internal contents are freely mutable. Example: const arr = [1,2]; arr.push(3); is valid. What const prevents is arr = [4,5] (rebinding the variable). This is a common source of confusion for beginners expecting const to freeze everything."
7b84a8e4-2572-44b7-acb2-e4fd9695a7c5,80335537_u6_t1_s1,"The defining trait of a factory function is that it always returns a new object literal. Each call produces an independent object. Example: function createPoint(x,y){ return {x, y}; } — createPoint(1,2) and createPoint(3,4) give two separate objects with no class or new required."
8b914177-9fbb-498b-b7e5-6fbcb45eba80,80335537_u6_t1_s2,"Factory functions follow regular function naming — camelCase starting with a lowercase letter. This distinguishes them from constructor functions (PascalCase). Example: createUser, makeProduct, buildConfig all signal factory functions. The naming convention is a social contract in JS, not enforced by the language."
d3acbd30-c067-4372-8aaf-e341fffd32a7,80335537_u6_t1_s3,"Inside the returned object, use shorthand syntax: if the variable name matches the property name, write it once. Methods can also use shorthand. Example: function createUser(name){ return { name, greet(){ return 'Hi ' + this.name; } }; } — name:name can just be written as name."
456084c5-eeaf-4f5a-ba53-ab65d71ac716,80335537_u6_t2_s1,"Calling a constructor with new triggers special behavior: a new empty object is created, this is set to it, the function body runs, and the new object is returned implicitly. Example: function Dog(name){ this.name = name; } const d = new Dog('Rex'); — d is {name:'Rex'}. Forgetting new makes this the global object and breaks everything."
0c3f3c3b-10ea-4b42-b63d-b80a4a72e7a1,80335537_u6_t2_s2,"Constructor functions use PascalCase to signal they must be called with new. Example: Person, Car, ProductItem — these look different from regular functions on purpose. The capitalization warns developers: use new with this function or you will introduce a hard-to-find bug."
35098d03-ece2-4c54-898f-d9854ec6329d,80335537_u6_t2_s3,"When new runs a constructor: 1) a new object is created, 2) this points to that object, 3) properties set on this become instance properties, 4) the new object is returned automatically (no return statement needed). Example: function Box(size){ this.size=size; } — new Box(10) returns {size:10} implicitly."
272c53b1-f6db-4cd8-8075-6b714eea55e9,80335537_u6_t3_s1,Factories use camelCase and are called like regular functions. Constructors use PascalCase and require new. Example: const car = createCar('Toyota') (factory) vs const car = new Car('Toyota') (constructor). Forgetting new on a constructor is a very common bug — the naming convention exists to prevent this.
0f70f146-9c32-4102-8977-39882afd5f78,80335537_u6_t3_s2,Factories must explicitly return the object with return { ... }. Constructors return the new this object implicitly — no return statement needed. Example: factory: return {name}; — constructor: just this.name = name; and new handles the rest. Both patterns are valid; factories tend to be simpler and more predictable.
42e9aa49-9f39-4312-809e-bd9793bc8e6a,80335537_u6_t4_s1,"Every function has a name property (the declared name as a string) and a length property (number of formal parameters, excluding rest). Example: const fn = function multiply(a, b){}; fn.name gives 'multiply' and fn.length gives 2. Useful for debugging and building higher-order utility functions."
142d1a37-7a07-4ce6-bc5d-5151b85b546d,80335537_u6_t4_s2,"call(thisArg, arg1, arg2) calls the function with a specific this. apply(thisArg, [args]) is the same but takes an array of args. bind(thisArg) returns a new function with this permanently locked. toString() returns the function source as a string. Example: greet.call(user) makes this = user inside greet."
1fcef8ab-5d3e-4ab8-8abe-f4c0e8572a8f,80335537_u6_t4_s3,"Using typeof on a function returns 'function', not 'object' (even though functions are objects). Example: typeof function(){} === 'function' is true. This makes it easy to check if a value is callable before invoking it, e.g., if(typeof callback === 'function') callback();"
a1abf9f1-b5f2-45f7-9e48-9f797ab9b880,80335537_u6_t5_s1,"Four ways to create a Date: new Date() (current moment), new Date(ms) (milliseconds since epoch), new Date('2024-01-15') (ISO string), new Date(2024, 0, 15) (year, 0-indexed month, day). Example: new Date(0) gives Jan 1 1970 UTC — the Unix epoch start."
4a9c4135-e002-4608-9ba8-59ad787153df,80335537_u6_t5_s2,"JS Date auto-corrects invalid values. Example: new Date(2024, 0, 32) becomes Feb 1 2024 because January only has 31 days. This is handy for date arithmetic (add days by setting a larger day value) but can confuse you if you are not expecting automatic correction."
25079ad2-5a51-48e8-b985-3de55b6667ed,80335537_u6_t5_s3,"Getters read components: getFullYear() (4-digit year), getMonth() (0-11), getDate() (1-31). Setters change them: setFullYear(2025), setMonth(11), setDate(1). Example: const d = new Date(); d.getMonth() returns 0 for January. Always remember months are 0-indexed in all native Date methods."
1e5848c8-0538-494f-be1a-bc378913bb85,80335537_u7_t1_s1,Declare a class with class ClassName { ... }. Define methods directly inside the body without the function keyword and without commas between them. Example: class Circle { constructor(r){ this.r=r; } area(){ return Math.PI*this.r**2; } } — clean compared to prototype-based syntax.
7d261ba4-a2de-4b22-a8d5-4c8c89ea1630,80335537_u7_t1_s2,"The constructor is a special method called automatically when you use new ClassName(). It sets up the initial state of the new instance using this. Example: class User { constructor(name, age){ this.name=name; this.age=age; } } — new User('Alice',25) creates {name:'Alice',age:25}."
de11532a-82df-4635-8c8c-7cacc233e869,80335537_u7_t1_s3,"Even though class looks like a new construct, under the hood it is syntactic sugar over constructor functions. Example: typeof class Car {} returns 'function'. Classes are callable with new, inherit via prototype, and behave exactly like constructor functions internally."
ab15833c-06e5-4196-8e54-f7942f1ca9b3,80335537_u7_t2_s1,"The new keyword triggers the constructor, creates a new object, and sets this inside the constructor to that new object. The result is returned automatically. Example: const p = new Product('Phone', 999); — p is now {name:'Phone', price:999} with all Product methods available."
34a20918-857f-4072-af33-02710a6b56ec,80335537_u7_t2_s2,"One class can produce unlimited instances, each independent. Example: const u1 = new User('Alice'); const u2 = new User('Bob'); — u1 and u2 are separate objects. Changing u1.name does not affect u2.name. This is the main purpose of classes: reusable object blueprints."
0b0ca4fa-355a-43e2-8022-55ed1f43ef61,80335537_u7_t2_s3,"Properties defined with this.prop in the constructor belong to each instance. Methods in the class body are shared on the prototype. Example: u1.greet() works because greet is on User.prototype, shared by all instances. But u1.name is unique to u1 and lives on the instance itself."
e6c47799-841f-4702-b4fc-9f3bb350d7c9,80335537_u7_t3_s1,class Child extends Parent sets up Child to inherit all methods and properties from Parent. Instances of Child can call Parent methods without redefining them. Example: class ElectricCar extends Car { ... } — an ElectricCar instance can call any Car method automatically through the prototype chain.
90c3642a-4669-4579-ad14-75aff40a5a88,80335537_u7_t3_s2,"In a subclass constructor, super() must be called before using this — it runs the parent class constructor. Example: class Cat extends Animal { constructor(name, indoor){ super(name); this.indoor=indoor; } } — super(name) sets this.name from Animal, then this.indoor is added by Cat."
5773455e-03b4-4796-a89b-e501160dd7e6,80335537_u7_t3_s3,A subclass can define a method with the same name as the parent to override it. The subclass version runs instead. Example: Animal has speak(){ return 'Some sound'; }; Dog overrides with speak(){ return 'Woof'; }. Use super.speak() inside the override to also call the parent version if needed.
649354e9-b70c-4870-921b-d4fa643921d6,80335537_u7_t4_s1,"When you call a method on an instance, this inside that method is the instance itself. Example: class Counter { count=0; increment(){ this.count++; } } — calling c.increment() increments c.count because this is c. This is why class methods can encapsulate behavior for each object."
a1885648-68f9-41a0-9ded-1b8c862399ed,80335537_u7_t4_s2,"In a subclass constructor, this is not accessible until super() has been called. Using this before super() throws a ReferenceError. Example: class Sub extends Base { constructor(){ this.x=1; super(); } } throws. Move super() above any this usage to fix the error."
329f99ae-0ec3-45a3-ab74-842773c1c17c,80335537_u7_t4_s3,Methods can return this to enable method chaining — calling multiple methods in sequence on the same object. Example: class Builder { setName(n){ this.name=n; return this; } setAge(a){ this.age=a; return this; } } — new Builder().setName('Ali').setAge(30) works because each method returns the same instance.
c89b8cb4-0ffe-4696-ab1b-94126431e43b,80335537_u8_t1_s1,"In synchronous code, each statement completes before the next starts. The call stack processes one thing at a time. Example: console.log('A'); console.log('B'); always prints A then B in order. Simple and predictable, but slow if any step takes a long time."
2f16a312-23b6-4569-8b88-9d8cd3fdf42f,80335537_u8_t1_s2,"Async operations like network requests start in the background and notify your code when done, so the program keeps running. Example: fetch('https://api.example.com/data') begins the request immediately but doesn't freeze the page — other JS continues running while waiting for the response."
18e63f77-6171-48b6-9520-acbbebc0da0c,80335537_u8_t1_s3,"alert() is synchronous — it blocks the entire page until the user clicks OK. fetch() is asynchronous — it fires the request and immediately returns a Promise, letting the page stay responsive. This contrast shows exactly why async patterns like promises and async/await are essential for web apps."
635e99e9-aa4d-467a-8f7f-89abd530494b,80335537_u8_t2_s1,"A Promise is like an IOU: it says 'I will give you a value eventually, but not right now.' It is an object with a state (pending, fulfilled, rejected) and an associated value. Example: const p = fetch(url) gives you a Promise object immediately even though the data hasn't arrived yet."
16fe14e0-e433-4082-aa65-1c279eb03a5f,80335537_u8_t2_s2,"fetch(url) is the most common way to get a Promise. It makes an HTTP GET request and returns a Promise that fulfills with a Response object. Example: fetch('https://api.github.com/users/octocat') returns a Promise. Once resolved, the Response lets you call .json() to get the actual data."
b602fdc0-4d57-4c4f-8f4f-ec6dbe8cd92f,80335537_u8_t2_s3,"If you console.log a Promise before it resolves, you see Promise { <pending> }. After it resolves, you might see Promise { <fulfilled>: value }. You cannot access the value directly from the Promise object — you must use .then() to receive it when it becomes available."
92b8d5c6-e3be-4420-9a1b-0dbb0b68c8f1,80335537_u8_t3_s1,"A Promise starts in the pending state immediately after creation and stays there until the async operation completes. Example: the moment you call fetch(), the returned Promise is pending — the request is in flight but hasn't resolved yet. Your code continues running in the meantime."
7e61c40a-23d7-4c97-8def-b9756f2dd169,80335537_u8_t3_s2,A Promise is fulfilled when the async operation succeeds and produces a value. The .then() handler receives this value. Example: a fetch() to a valid URL fulfills with a Response object. You then call response.json() to get the parsed data from the response body.
60f92f2e-b565-4223-957d-4af16d315b00,80335537_u8_t3_s3,A Promise is rejected when the async operation fails. The reason (usually an Error) is passed to .catch(). Example: fetch('https://not-a-real-url') rejects with TypeError: Failed to fetch. Always add .catch() to handle errors and prevent unhandled rejection warnings.
c42d6bc7-ec37-4527-bcaf-745c5e01f60b,80335537_u8_t4_s1,.then(onFulfilled) registers a callback that runs when the Promise fulfills. The callback receives the resolved value. Example: fetch(url).then(response => { console.log(response.status); }) — response is the fulfilled value. You can chain multiple .then() calls to process data step by step.
3f4b9620-df0d-452b-92d7-602363977a66,80335537_u8_t4_s2,".catch(onRejected) registers a callback that runs if the Promise rejects. It receives the rejection reason (usually an Error). Example: fetch(badUrl).catch(err => console.log('Error:', err.message)) — handles network errors gracefully. Without .catch(), unhandled rejections may silently crash your app."
c5a405b1-4c55-47b2-a8b1-7140d07d2fbf,80335537_u8_t4_s3,Whatever you return from a .then() callback becomes the resolved value of the next .then() in the chain. Example: fetch(url).then(res => res.json()).then(data => data.name) — the second .then gets the parsed JSON object. This is how you build clean data pipelines with promises.
558e03f0-1ba0-412e-b703-9820194c8d10,80335537_u8_t5_s1,"Each .then() returns a new Promise, so you keep chaining. One .catch() at the end catches any error from any step. Example: fetchUser(id).then(user => fetchPosts(user.id)).then(posts => display(posts)).catch(err => alert(err.message)) — three async steps with a single shared error handler."
92586bdd-e136-49a9-8587-a5cb91909af6,80335537_u8_t5_s2,"If a .then() callback returns a Promise, the next .then() waits for that Promise to resolve before it runs. This is how you sequence async operations without nesting. Example: .then(res => res.json()) returns a new Promise for the parsed body, and the next .then gets the actual JS object."
931c4b24-c09c-4232-bb44-b5b48de7bc10,80335537_u8_t5_s3,"This two-step pattern is the standard fetch usage: first .then converts the Response to JSON (itself async), the second .then works with the actual data. Example: fetch('/api/users').then(r => r.json()).then(users => renderList(users)) is the bread and butter of browser data fetching."
86db91e2-e174-4b2c-8101-fbb4a227bb1a,80335537_u8_t6_s1,"After fetch resolves, you get a Response object, not the data. Call response.json() to parse the body as JSON — this returns another Promise. Example: fetch('/api/data').then(r => r.json()).then(data => console.log(data)) — two .then() calls are the standard pattern to get usable data."
c07046a1-0b37-4da9-b3f7-86820b8f0332,80335537_u8_t6_s2,"If the URL is invalid or the server is unreachable, fetch rejects with a TypeError. Always add .catch() to handle this. Example: fetch('https://invalid-url').catch(e => console.log(e.message)) logs 'Failed to fetch'. Without catch, the error goes unhandled and may silently break your app."
0ef345b8-9ef1-46d3-a963-2d208fb680bf,80335537_u8_t6_s3,Testing fetch with a valid URL shows a fulfilled Promise; an invalid URL shows rejection with TypeError. Also test with a 404 URL — fetch still fulfills (HTTP error is not a network error) but response.ok is false. Example: always check response.ok before calling .json() to handle HTTP errors properly.
6b3bd58c-c06e-463c-89a1-4ef9924910a1,80335537_u9_t1_s1,"Callbacks are functions passed as arguments to be called later. setTimeout(fn, ms) is a classic example — it calls fn after ms milliseconds. Example: setTimeout(() => console.log('Done'), 1000) — the arrow function is the callback. Works but gets messy with deeply nested async operations."
4ce02645-835d-49f4-b5ad-2f1bb073e2c8,80335537_u9_t1_s2,"setInterval(fn, ms) repeatedly calls fn every ms milliseconds until cleared with clearInterval(). Example: const id = setInterval(() => console.log('tick'), 500) prints 'tick' every half second. Call clearInterval(id) to stop it. Both setTimeout and setInterval are callback-based timer APIs."
ad84d9ca-801d-4cdc-b660-4f3cae0331a8,80335537_u9_t1_s3,"fetch() is the flagship Promise-based API. It returns a Promise for an HTTP response, making async code cleaner with .then() chaining instead of nested callbacks. Example: fetch('/api').then(r=>r.json()).then(data=>render(data)) is much more readable than equivalent callback-based code."
401a33e1-2602-476c-ab6a-0299c5ed4c38,80335537_u9_t1_s4,"The Promise constructor lets you create custom Promises: new Promise((resolve, reject) => { ... }). Call resolve(value) on success or reject(reason) on failure. Example: const wait = ms => new Promise(res => setTimeout(res, ms)) creates a Promise-based delay utility usable with .then() or await."
6f195293-2113-4de5-a05a-44f3f45ab10c,80335537_u9_t2_s1,"new Promise(executorFn) takes a function that runs immediately with two arguments: resolve and reject. The executor contains the async logic. Example: new Promise((resolve, reject) => { setTimeout(() => resolve('hello'), 1000); }) creates a Promise that fulfills with 'hello' after one second."
854a1c53-eb5f-4d23-8858-c9a3ed022695,80335537_u9_t2_s2,resolve(value) transitions the Promise to fulfilled state with value as the result. reject(reason) transitions it to rejected state. Only the first call has any effect — calling both does nothing after the first. Example: resolve('data') means .then(data => ...) will receive 'data'.
170a63e0-9007-4518-8499-bc24b642697e,80335537_u9_t2_s3,"Return a new Promise from a function to make it async-capable. Example: function delay(ms){ return new Promise(res => setTimeout(res, ms)); } — calling delay(500).then(() => console.log('waited')) pauses 500ms before logging. This pattern is how you promisify callback-based APIs."
f5791d1a-639e-4741-8cc1-2801a4be753b,80335537_u9_t3_s1,".then(onFulfilled) runs when the Promise resolves. The resolved value is passed to the callback. Example: fetchData().then(data => console.log(data.name)) — when fetchData resolves, the callback receives the data. .then always returns a new Promise, making chaining straightforward."
d409ece1-7060-4db7-a556-fb490b7c27ec,80335537_u9_t3_s2,.catch(onRejected) runs when any Promise in the chain rejects. It receives the rejection reason (usually an Error). Example: fetchData().then(process).catch(err => showErrorMessage(err.message)) — a single catch at the end handles errors from any step in the chain above it.
1365dd49-814d-493f-996e-0346d8d6bccf,80335537_u9_t3_s3,Whatever value you pass to resolve() is received by .then(). Whatever you pass to reject() is received by .catch(). Example: resolve({user:'Alice'}) means .then(result => result.user) gives 'Alice'. reject(new Error('Not found')) means .catch(e => e.message) gives 'Not found'.
f9c12c86-a991-4582-852d-9fd0f46e3d44,80335537_u9_t4_s1,"async before a function makes it return a Promise. await before a Promise expression pauses the async function until the Promise settles, then gives you the resolved value. Example: async function getUser(){ const res = await fetch('/user'); return res.json(); } — reads like synchronous code."
fdf9dd9f-a3a2-4e82-9e25-1d5bfdd6cd82,80335537_u9_t4_s2,"Wrap await calls in try/catch to handle rejections cleanly instead of chaining .catch(). Example: async function load(){ try{ const data = await fetchData(); render(data); } catch(err){ showError(err); } } — if fetchData rejects, the catch block runs. Far cleaner than nested .catch() chains."
8efe0f6f-7915-44f4-a284-cd2fccb8c6d7,80335537_u9_t4_s3,"Even if you return a plain value from an async function, JS wraps it in a resolved Promise automatically. Example: async function hi(){ return 'Hello'; } — hi() returns a Promise that fulfills with 'Hello'. You can call hi().then(msg => console.log(msg)) even though the body looks synchronous."
b85fd25f-590c-4495-8a96-b13636953509,80335537_u9_t5_s1,toUpperCase() converts all characters to uppercase. Example: 'hello'.toUpperCase() returns 'HELLO'. Useful for case-insensitive comparisons: if(input.toUpperCase() === 'YES'). Strings are immutable — this returns a new string without touching the original.
5a3ae3c9-a59e-49ff-a7ac-c63ddd94631d,80335537_u9_t5_s2,"toLowerCase() converts all characters to lowercase. Example: 'Hello World'.toLowerCase() returns 'hello world'. Commonly used when normalizing user input for comparison or storage, such as email addresses or usernames."
1cac3918-3995-47f9-b2ae-b2c4ec294c65,80335537_u9_t5_s3,trim() removes whitespace from both ends of a string. Example: '  hello  '.trim() returns 'hello'. Essential for cleaning form input. Also available as trimStart() and trimEnd() for one-sided trimming.
7c37685f-3384-4dcd-a841-adbebbcbcbbc,80335537_u9_t5_s4,includes(substring) returns true if the string contains the given substring. Example: 'JavaScript is fun'.includes('fun') returns true. Case-sensitive. Great for simple search checks without needing regex.
b64cdde6-af5f-4449-87f3-064cd0ddc2b1,80335537_u9_t5_s5,"startsWith(str) returns true if the string begins with str. Example: 'hello world'.startsWith('hello') returns true. Useful for checking URL prefixes, file extensions, or command syntax."
1d9bdd31-5411-4527-8112-77227f7f41a9,80335537_u9_t5_s6,endsWith(str) returns true if the string ends with str. Example: 'photo.jpg'.endsWith('.jpg') returns true. Common use case: validating file extensions or checking sentence-ending punctuation.
be664d79-1c1a-46cb-a0cd-c8c10ed32541,80335537_u9_t5_s7,"indexOf(substr) returns the index of the first occurrence of substr, or -1 if not found. Example: 'hello'.indexOf('l') returns 2. Useful for finding the position of a character to build slicing or splitting logic around it."
fd46dc6a-1f96-46ab-8329-efd7b4894a5f,80335537_u9_t5_s8,"slice(start, end) extracts a portion of a string from start up to (but not including) end. Negative indices count from the end. Example: 'hello world'.slice(0, 5) returns 'hello'. Does not modify the original string."
31aec7d1-161a-4bec-8654-a2833fc521ad,80335537_u9_t5_s9,"substring(start, end) is similar to slice but does not support negative indices. Example: 'JavaScript'.substring(0, 4) returns 'Java'. For most use cases, slice is preferred because of its negative-index support and more consistent behavior."
eddef9b4-3c28-4a6b-807f-a7f5e710ffc7,80335537_u9_t5_s10,"split(delimiter) splits a string into an array of substrings. Example: 'a,b,c'.split(',') returns ['a','b','c']. Pass '' to split every character. Useful for parsing CSV-style data or breaking a sentence into words."
73e8df76-7995-445f-b22e-d1d70ff35ebc,80335537_u9_t5_s11,"replace(search, replacement) returns a new string with the first match replaced. Use a regex with the g flag to replace all occurrences. Example: 'foo foo'.replace(/foo/g,'bar') returns 'bar bar'. The original string is unchanged."
10eddf9e-536f-47c6-94ae-b60e8c592707,80335537_u9_t5_s12,"concat(str1, str2, ...) joins strings together. Example: 'Hello'.concat(' ', 'World') returns 'Hello World'. In practice, template literals and the + operator are more common for string concatenation in modern JS."
be77990a-a949-43db-beac-1f63120adfb0,80335537_u9_t5_s13,toString() converts a value to its string representation. Example: (42).toString() returns '42'. Useful when you need to force a value to string type before calling string methods like .split() or checking .length.
e99808b9-b705-42f7-a9e7-55dce87e8b92,80335537_u9_t5_s14,"length is a property (not a method) that gives the number of characters in a string. Example: 'hello'.length returns 5. Commonly used in validation: if(password.length < 8) showError(). Note: it counts UTF-16 code units, so some emoji may count as 2."
dc6274c2-5e9e-4ce0-bff5-4a6fdb4c0885,80335537_u10_t1_s1,"Any {} block — if statements, for loops, while loops — creates a new scope for let and const. Variables declared inside cannot be accessed outside. Example: for(let i=0; i<3; i++){} console.log(i); throws ReferenceError. This prevents loop variables from leaking into outer scope."
77bc2d6c-ec7a-464a-95c3-ccc81bba0fcb,80335537_u10_t1_s2,"Variables declared outside any function or block are global and accessible everywhere. When looking up a variable, JS starts from the innermost scope and works outward until it finds it or throws ReferenceError. Example: const API_URL = 'https://...' at the top level is global, usable in all functions."
1f1d808a-2050-4a92-b04f-8e0ece2990c5,80335537_u10_t1_s3,"var is scoped to the nearest enclosing function, not to blocks. Example: if(true){ var x = 5; } console.log(x); works with var (x is accessible outside the if) but fails with let/const. This is why var can cause bugs in loops and conditionals."
b2390457-8e68-402b-b4ad-0a32038a4628,80335537_u10_t2_s1,Function declarations (function name(){}) are fully hoisted — the entire function name and body is available before its line in the code. Example: sayHello(); function sayHello(){ console.log('Hi'); } — this works because the declaration is hoisted to the top of the scope before execution starts.
efec5e97-cbaf-4a71-a796-cb6b930d2292,80335537_u10_t2_s2,"Function expressions (const fn = function(){}) are not hoisted because the variable is let/const (temporal dead zone) or var (only var declaration hoisted, not its value). Example: sayHello(); const sayHello = () => {}; throws ReferenceError because sayHello is not yet initialized."
