id,config_id,title,type,parent_id,explanation,sort_order
300b04d8_u8_t1_s3,300b04d8,Work as product: Work = Time × Efficiency,subtopic,300b04d8_u8_t1,,3
80335537_u7_t2,80335537,Creating instances,topic,80335537_u7,"You create objects (instances) from a class using new ClassName(args). Each instance has its own property values but shares the class methods via the prototype. Example: const alice = new User('Alice',25); const bob = new User('Bob',30); — two separate User instances with independent data.",2
80335537_u7_t2_s1,80335537,Using new to create objects,subtopic,80335537_u7_t2,,1
80335537_u7_t2_s2,80335537,Creating single and multiple instances,subtopic,80335537_u7_t2,,2
80335537_u7_t2_s3,80335537,Instance methods and properties,subtopic,80335537_u7_t2,,3
80335537_u7_t3,80335537,Inheritance,topic,80335537_u7,"Inheritance lets one class (subclass) reuse and extend the behavior of another (superclass). Use extends to link them and super() to call the parent constructor. Example: class Dog extends Animal { constructor(name,breed){ super(name); this.breed=breed; } } — Dog gets Animal's methods plus its own.",3
80335537_u7_t3_s1,80335537,extends keyword to inherit,subtopic,80335537_u7_t3,,1
80335537_u7_t3_s2,80335537,super() to call superclass constructor,subtopic,80335537_u7_t3,,2
80335537_u7_t3_s3,80335537,Method overriding in subclasses,subtopic,80335537_u7_t3,,3
80335537_u7_t4,80335537,this in classes,topic,80335537_u7,"Inside class methods, this refers to the specific instance the method is called on. It works just like this in constructor functions but within cleaner syntax. Example: user.getName() — inside getName(), this is user, so this.name returns that user's name.",4
80335537_u7_t4_s1,80335537,this refers to the instance in class methods,subtopic,80335537_u7_t4,,1
80335537_u7_t4_s2,80335537,this usage in subclass after calling super(),subtopic,80335537_u7_t4,,2
80335537_u7_t4_s3,80335537,Returning or using this from methods,subtopic,80335537_u7_t4,,3
80335537_u8,80335537,JS Promises,unit,,,8
80335537_u8_t1,80335537,Synchronous vs Asynchronous Execution,topic,80335537_u8,"Synchronous code runs top to bottom, line by line — each line waits for the previous to finish. Asynchronous code starts a task and moves on without waiting. Example: reading a file synchronously blocks everything; doing it asynchronously lets other code run while waiting for the file.",1
80335537_u8_t1_s1,80335537,Synchronous behavior (line-by-line execution),subtopic,80335537_u8_t1,,1
80335537_u8_t1_s2,80335537,Asynchronous behavior (non-blocking operations),subtopic,80335537_u8_t1,,2
80335537_u8_t1_s3,80335537,Examples: alert() (sync) vs fetch() (async),subtopic,80335537_u8_t1,,3
80335537_u8_t2,80335537,Promises: Concept and Creation,topic,80335537_u8,A Promise is an object representing the eventual result of an asynchronous operation. It acts as a placeholder for a value not yet available. Example: fetch() returns a Promise. You interact with the result later using .then() rather than waiting inline.,2
80335537_u8_t2_s1,80335537,Promise as an object representing a future result,subtopic,80335537_u8_t2,,1
80335537_u8_t2_s2,80335537,Creating promises using fetch(),subtopic,80335537_u8_t2,,2
80335537_u8_t2_s3,80335537,"Inspecting promise objects (pending, value)",subtopic,80335537_u8_t2,,3
80335537_u8_t3,80335537,Promise States,topic,80335537_u8,"A Promise can be in one of three states: pending (waiting), fulfilled (success with a value), or rejected (failure with a reason). Once settled (fulfilled or rejected), a Promise's state never changes. Example: a fetch() starts pending, becomes fulfilled if the server responds, or rejected if the network fails.",3
80335537_u8_t3_s1,80335537,Pending: neither fulfilled nor rejected,subtopic,80335537_u8_t3,,1
80335537_u8_t3_s2,80335537,Fulfilled / Resolved: successful result,subtopic,80335537_u8_t3,,2
80335537_u8_t3_s3,80335537,"Rejected: failure reasons (network, bad URL, timeout)",subtopic,80335537_u8_t3,,3
80335537_u8_t4,80335537,Handling Promise Results,topic,80335537_u8,"Use .then() to handle a fulfilled Promise and .catch() for rejections. Both methods take a callback and return new Promises, enabling chaining. Example: fetch(url).then(res => res.json()).catch(err => console.error(err)) — .then runs on success, .catch runs on any error.",4
80335537_u8_t4_s1,80335537,then() for success callbacks,subtopic,80335537_u8_t4,,1
80335537_u8_t4_s2,80335537,catch() for error handling,subtopic,80335537_u8_t4,,2
80335537_u8_t4_s3,80335537,Returning values from then(),subtopic,80335537_u8_t4,,3
80335537_u8_t5,80335537,Promise Chaining,topic,80335537_u8,"Promise chaining means attaching multiple .then() and .catch() calls in sequence. Each .then() receives the result of the previous one. Example: fetch(url).then(res => res.json()).then(data => process(data)).catch(err => handle(err)) — a clear, linear async data pipeline.",5
80335537_u8_t5_s1,80335537,Chaining multiple then() and catch(),subtopic,80335537_u8_t5,,1
80335537_u8_t5_s2,80335537,OnSuccess callback returning a promise,subtopic,80335537_u8_t5,,2
80335537_u8_t5_s3,80335537,Common pattern: fetch().then(response => response.json()).then(data => ...),subtopic,80335537_u8_t5,,3
80335537_u8_t6,80335537,Fetch API and Error Handling,topic,80335537_u8,"The Fetch API is the modern way to make HTTP requests in JS. It returns Promises. Key gotcha: fetch only rejects on network failure, not on 4xx/5xx HTTP errors — you must check response.ok manually. Example: if(!response.ok) throw new Error(response.status) inside your first .then().",6
80335537_u8_t6_s1,80335537,Parsing JSON responses with response.json(),subtopic,80335537_u8_t6,,1
80335537_u8_t6_s2,80335537,Handling network/URL errors (TypeError: Failed to fetch),subtopic,80335537_u8_t6,,2
80335537_u8_t6_s3,80335537,Testing behavior with valid vs invalid URLs,subtopic,80335537_u8_t6,,3
80335537_u9,80335537,JS Promises | Part 2,unit,,,9
80335537_u9_t1,80335537,Asynchronous JS styles,topic,80335537_u9,"JS has evolved through several async patterns. Callbacks came first (passing functions to run later), then Promises (cleaner chaining), then async/await (making async code look synchronous). Example: setTimeout uses callbacks; fetch uses Promises; modern code often wraps Promises with async/await.",1
80335537_u9_t1_s1,80335537,Callback-based patterns (setTimeout,subtopic,80335537_u9_t1,,1
80335537_u9_t1_s2,80335537,setInterval),subtopic,80335537_u9_t1,,2
80335537_u9_t1_s3,80335537,Promise-based patterns (fetch,subtopic,80335537_u9_t1,,3
80335537_u9_t1_s4,80335537,Promise API),subtopic,80335537_u9_t1,,4
4a69be43_u3_t1_s1,4a69be43,Continuous tenses show actions in progress,subtopic,4a69be43_u3_t1,,1
4a69be43_u3_t1_s2,4a69be43,Use the -ing form of the verb,subtopic,4a69be43_u3_t1,,2
80335537_u9_t2,80335537,Creating Promises,topic,80335537_u9,"You can create Promises manually using the Promise constructor. Pass an executor function that receives resolve and reject. Call resolve(value) to fulfill or reject(reason) to reject. Example: new Promise((resolve, reject) => { if(ok) resolve(data); else reject(new Error('fail')); }).",2
80335537_u9_t2_s1,80335537,Promise constructor and executor function,subtopic,80335537_u9_t2,,1
80335537_u9_t2_s2,80335537,resolve vs reject functions,subtopic,80335537_u9_t2,,2
80335537_u9_t2_s3,80335537,Returning and constructing promise objects,subtopic,80335537_u9_t2,,3
80335537_u9_t3,80335537,Consuming Promises (then / catch),topic,80335537_u9,"Consuming a Promise means reacting to its result with .then() or .catch(). Both take callback functions and always return new Promises, enabling chaining. Example: myPromise.then(value => doSomething(value)).catch(err => logError(err)).",3
80335537_u9_t3_s1,80335537,then() to handle resolved values,subtopic,80335537_u9_t3,,1
80335537_u9_t3_s2,80335537,catch() to handle rejections,subtopic,80335537_u9_t3,,2
80335537_u9_t3_s3,80335537,Passing arguments from resolve/reject to handlers,subtopic,80335537_u9_t3,,3
80335537_u9_t4,80335537,Async/Await,topic,80335537_u9,async/await is syntactic sugar over Promises. Mark a function async and use await inside it to pause until a Promise settles. The code reads like synchronous logic but is still non-blocking. Example: const data = await fetch(url).then(r=>r.json()) inside an async function — clean and readable.,4
80335537_u9_t4_s1,80335537,Using async functions and await to pause for promises,subtopic,80335537_u9_t4,,1
80335537_u9_t4_s2,80335537,Error handling with try/catch around await,subtopic,80335537_u9_t4,,2
80335537_u9_t4_s3,80335537,Async functions always return a Promise,subtopic,80335537_u9_t4,,3
80335537_u9_t5,80335537,String manipulation methods,topic,80335537_u9,"JavaScript strings have many built-in methods for transforming, searching, and restructuring text. Example: 'Hello World'.toLowerCase() gives 'hello world'; 'hello'.includes('ell') gives true. Knowing these saves time and makes text processing code much more concise.",5
80335537_u9_t5_s1,80335537,Case and trimming: toUpperCase,subtopic,80335537_u9_t5,,1
80335537_u9_t5_s2,80335537,toLowerCase,subtopic,80335537_u9_t5,,2
80335537_u9_t5_s3,80335537,trim,subtopic,80335537_u9_t5,,3
80335537_u9_t5_s4,80335537,Search and slice: includes,subtopic,80335537_u9_t5,,4
80335537_u9_t5_s5,80335537,startsWith,subtopic,80335537_u9_t5,,5
80335537_u9_t5_s6,80335537,endsWith,subtopic,80335537_u9_t5,,6
80335537_u9_t5_s7,80335537,indexOf,subtopic,80335537_u9_t5,,7
80335537_u9_t5_s8,80335537,slice,subtopic,80335537_u9_t5,,8
80335537_u9_t5_s9,80335537,substring,subtopic,80335537_u9_t5,,9
80335537_u9_t5_s10,80335537,Transform and split: split,subtopic,80335537_u9_t5,,10
80335537_u9_t5_s11,80335537,replace,subtopic,80335537_u9_t5,,11
80335537_u9_t5_s12,80335537,concat,subtopic,80335537_u9_t5,,12
80335537_u9_t5_s13,80335537,toString,subtopic,80335537_u9_t5,,13
80335537_u9_t5_s14,80335537,length,subtopic,80335537_u9_t5,,14
80335537_u10,80335537,More JS Concepts,unit,,,10
80335537_u10_t1,80335537,Scoping,topic,80335537_u10,Scope determines where a variable is accessible. let and const are block-scoped (only within their {} block). var is function-scoped and leaks out of blocks. Global variables are accessible everywhere. Example: a let variable declared inside a for loop cannot be accessed outside that loop.,1
80335537_u10_t1_s1,80335537,Block scope with let and const,subtopic,80335537_u10_t1,,1
80335537_u10_t1_s2,80335537,Global scope and lookup rules,subtopic,80335537_u10_t1,,2
80335537_u10_t1_s3,80335537,var is function-scoped vs let/const block-scoped,subtopic,80335537_u10_t1,,3
80335537_u10_t2,80335537,Hoisting,topic,80335537_u10,Hoisting is JS's behavior of processing declarations before code runs. Function declarations and var declarations are moved to the top of their scope. let and const are also hoisted but not initialized (temporal dead zone). Example: you can call a function declaration before its line in the file.,2
80335537_u10_t2_s1,80335537,Function declarations are hoisted,subtopic,80335537_u10_t2,,1
80335537_u10_t2_s2,80335537,Function expressions are not hoisted,subtopic,80335537_u10_t2,,2
80335537_u10_t2_s3,80335537,Arrow functions are not hoisted,subtopic,80335537_u10_t2,,3
80335537_u10_t3,80335537,Array iteration & transformation methods,topic,80335537_u10,"JS arrays have powerful built-in higher-order methods that accept callbacks for transforming, filtering, and reducing data. These methods avoid explicit loops and make code more declarative. Example: [1,2,3].map(n => n*2) returns [2,4,6] without writing a for loop.",3
80335537_u10_t3_s1,80335537,map() for element-wise transformation,subtopic,80335537_u10_t3,,1
80335537_u10_t3_s2,80335537,forEach() for iteration (returns undefined),subtopic,80335537_u10_t3,,2
80335537_u10_t3_s3,80335537,filter() to select elements,subtopic,80335537_u10_t3,,3
80335537_u10_t3_s4,80335537,reduce() to aggregate to a single value,subtopic,80335537_u10_t3,,4
80335537_u10_t4,80335537,"Array testing, utilities & mutability",topic,80335537_u10,"Arrays have methods for testing conditions on elements (every, some), restructuring (reverse, flat), and a mix of mutating and non-mutating operations. Knowing which change the original array and which return new ones is essential for safe, predictable code.",4
80335537_u10_t4_s1,80335537,every() and some() for predicate testing,subtopic,80335537_u10_t4,,1
80335537_u10_t4_s2,80335537,reverse() and flat() for structural changes,subtopic,80335537_u10_t4,,2
80335537_u10_t4_s3,80335537,Mutable vs immutable methods (push/pop/splice vs map/filter/slice),subtopic,80335537_u10_t4,,3
300b04d8_u1,300b04d8,Combinations,unit,,,1
300b04d8_u1_t1,300b04d8,Combination definition & formula,topic,300b04d8_u1,"A combination is a way of selecting items from a group where the order does not matter. For example, choosing 3 fruits from {Apple, Banana, Mango} — {A,B,M} is the same as {M,A,B}. The formula is nCr = n! / (r! × (n−r)!). So 5C2 = 10 ways to pick 2 items from 5.",1
300b04d8_u1_t1_s1,300b04d8,Selection where order does not matter,subtopic,300b04d8_u1_t1,,1
300b04d8_u1_t1_s2,300b04d8,Notation nCr and formula nCr = n!/(r!(n-r)!),subtopic,300b04d8_u1_t1,,2
300b04d8_u1_t1_s3,300b04d8,Examples of simple choices,subtopic,300b04d8_u1_t1,,3
300b04d8_u1_t2,300b04d8,Basic properties,topic,300b04d8_u1,"Combinations have a few key properties that save calculation time. nCn = 1 (selecting all items has only one way). nC1 = n (any single item is one choice). 0! = 1 by convention. Symmetry: nCr = nC(n−r), meaning 10C3 = 10C7. These shortcuts help you skip full factorial expansions in exams.",2
300b04d8_u1_t2_s1,300b04d8,"nCn = 1, nC1 = n",subtopic,300b04d8_u1_t2,,1
300b04d8_u1_t2_s2,300b04d8,0! = 1,subtopic,300b04d8_u1_t2,,2
300b04d8_u1_t2_s3,300b04d8,Symmetry nCr = nC(n-r),subtopic,300b04d8_u1_t2,,3
300b04d8_u1_t3,300b04d8,Application problems,topic,300b04d8_u1,"Real-world combination problems involve committees, geometric figures, and grids. For committees with conditions (e.g., exactly 2 men and 3 women), multiply separate combinations. For triangles from n non-collinear points, use nC3. For rectangles in a grid, multiply choosing 2 horizontal lines by 2 vertical lines. Always break multi-condition problems into independent parts.",3
300b04d8_u1_t3_s1,300b04d8,Committee selection (choose men and women separately) — 12C10×15C14,subtopic,300b04d8_u1_t3,,1
300b04d8_u1_t3_s2,300b04d8,Counting triangles from 9 points — 9C3,subtopic,300b04d8_u1_t3,,2
300b04d8_u1_t3_s3,300b04d8,Rectangles from grid lines — choose 2 vertical × choose 2 horizontal,subtopic,300b04d8_u1_t3,,3
300b04d8_u2,300b04d8,Man-chain Rule and Wages,unit,,,2
300b04d8_u2_t1,300b04d8,Man-chain rule formula,topic,300b04d8_u2,"The man-chain rule relates workers, days, hours, efficiency, and work output. The key relation is: (M × D × H × E) / W = constant across two equivalent scenarios. Example: If 10 men working 8 hrs/day for 5 days complete a job, you can find how many men are needed to finish the same job in 2 days. Set the two scenarios equal and solve.",1
300b04d8_u2_t1_s1,300b04d8,Relation: (M×D×H×E)/W constant for equivalent work,subtopic,300b04d8_u2_t1,,1
300b04d8_u2_t1_s2,300b04d8,"Variables: M=workers, D=days, H=hours/day, E=efficiency, W=work units",subtopic,300b04d8_u2_t1,,2
300b04d8_u2_t2,300b04d8,Single-worker rate,topic,300b04d8_u2,"If one worker completes a job alone in x days, their work rate is 1/x per day. This is the building block for all work problems. Example: A worker who finishes a task in 5 days does 1/5 of the task each day. After 3 days, they complete 3/5 of the task. Work done = rate × time is the core idea.",2
300b04d8_u2_t2_s1,300b04d8,"If worker does 1/x per day, total time = x days",subtopic,300b04d8_u2_t2,,1
300b04d8_u2_t2_s2,300b04d8,Example: 1/3 per day → 3 days,subtopic,300b04d8_u2_t2,,2
300b04d8_u2_t3,300b04d8,Proportional workers and days,topic,300b04d8_u2,"When hours/day and efficiency are constant, work = M × D. So M1 × D1 = M2 × D2 for the same amount of work. Example: 18 men take 15 days → 18×15 = 270 man-days. If 45 men work instead, days = 270/45 = 6 days. More workers means fewer days, and vice versa — it's an inverse proportion.",3
300b04d8_u2_t3_s1,300b04d8,When H and E constant: M1×D1 = M2×D2,subtopic,300b04d8_u2_t3,,1
300b04d8_u2_t3_s2,300b04d8,Example: 18 men×15 days ⇒ 45 men take 6 days,subtopic,300b04d8_u2_t3,,2
300b04d8_u2_t4,300b04d8,Comparing capacities,topic,300b04d8_u2,"To compare two types of workers (e.g., workers vs technicians), find each type's daily output rate and express as a ratio. Example: If 5 workers produce 25 units/day and 3 technicians produce 72 units/day, then per-person rates are 5 and 24 respectively, giving a ratio of 5:24. Use this ratio to scale up or down for problems involving mixed workforces.",4
300b04d8_u2_t4_s1,300b04d8,Compute per-person daily rate to compare types,subtopic,300b04d8_u2_t4,,1
300b04d8_u2_t4_s2,300b04d8,Example: capacity ratio worker:technician = 25:72,subtopic,300b04d8_u2_t4,,2
300b04d8_u2_t5,300b04d8,Wages and earnings,topic,300b04d8_u2,"Wages in work problems are split proportional to the work done or time worked. Example: If A and B together earn ₹500/day, and A earns ₹200/day alone, then B earns ₹300/day. For 10 days of work by B alone, total earnings = ₹3000. Wages can also be split by efficiency ratio when multiple workers share a lump-sum payment.",5
300b04d8_u2_t5_s1,300b04d8,Daily wage from combined and individual earnings,subtopic,300b04d8_u2_t5,,1
300b04d8_u2_t5_s2,300b04d8,"Example: X+Y = 500/day, X = 200/day ⇒ Y = 300/day; Y for 10 days = 3000",subtopic,300b04d8_u2_t5,,2
300b04d8_u3,300b04d8,Permutations,unit,,,3
300b04d8_u3_t1,300b04d8,Circular permutations,topic,300b04d8_u3,"Circular permutations arrange n objects in a circle. Since rotations of the same arrangement are identical, the formula is (n−1)! instead of n!. Example: 5 people sitting around a round table → (5−1)! = 4! = 24 arrangements. Fix one person's position to eliminate duplicate rotations, then arrange the rest linearly.",1
300b04d8_u3_t1_s1,300b04d8,Formula (n-1)! for arranging n objects around a circle,subtopic,300b04d8_u3_t1,,1
300b04d8_u3_t1_s2,300b04d8,Example: 5 people → 4! = 24,subtopic,300b04d8_u3_t1,,2
300b04d8_u3_t1_s3,300b04d8,Clockwise vs anti-clockwise: treat as different or divide by 2,subtopic,300b04d8_u3_t1,,3
300b04d8_u3_t2,300b04d8,Rank problems in permutations,topic,300b04d8_u3,"The rank (or position) of a word in alphabetical order is found using lexicographic ordering. Arrange the letters alphabetically, then count how many words come before the given word by fixing each position with a smaller letter. Use factorials to count permutations for each position. Example: Rank of BLOCK = 17.",2
300b04d8_u3_t2_s1,300b04d8,Lexicographic rank method for words,subtopic,300b04d8_u3_t2,,1
300b04d8_u3_t2_s2,300b04d8,Count permutations with smaller leading letters stepwise,subtopic,300b04d8_u3_t2,,2
300b04d8_u3_t2_s3,300b04d8,Example: rank of BLOCK = 17,subtopic,300b04d8_u3_t2,,3
300b04d8_u4,300b04d8,Permutations & Combinations - Basics,unit,,,4
300b04d8_u4_t1,300b04d8,Permutation definition & formulas,topic,300b04d8_u4,"A permutation is an arrangement of items where order matters. Selecting 3 students for 1st, 2nd, and 3rd prize from 10 is a permutation because the order (who gets 1st vs 2nd) matters. Formula: nPr = n!/(n−r)!. For all n distinct items in a line, arrangements = n!. Permutation = selection + arrangement.",1
300b04d8_u4_t1_s1,300b04d8,Meaning of permutation (selection + arrangement),subtopic,300b04d8_u4_t1,,1
300b04d8_u4_t1_s2,300b04d8,Notation nPr and formula nPr = n!/(n-r)!,subtopic,300b04d8_u4_t1,,2
300b04d8_u4_t1_s3,300b04d8,Arrangement of N distinct objects = N!,subtopic,300b04d8_u4_t1,,3
4a69be43_u3_t2,4a69be43,Present continuous — Affirmative,topic,4a69be43_u3,Present continuous tells us what is happening right now or around now. Structure: am/is/are + verb-ing. Example: 'The manager is reviewing the proposal.' It also describes temporary arrangements: 'I am working from home this week.',2
300b04d8_u4_t2,300b04d8,Number-based permutations,topic,300b04d8_u4,Number problems ask how many numbers can be formed from given digits. With repetition: choices multiply independently at each place. Without repetition: choices decrease per position. Leading-zero restriction: the first digit cannot be 0 for a valid multi-digit number. Always check whether repetition is allowed and whether 0 is among the digits.,2
300b04d8_u4_t2_s1,300b04d8,Permutations with repetition (place-value counting),subtopic,300b04d8_u4_t2,,1
300b04d8_u4_t2_s2,300b04d8,Permutations without repetition (decreasing choices),subtopic,300b04d8_u4_t2,,2
300b04d8_u4_t2_s3,300b04d8,Leading-zero restriction for numbers,subtopic,300b04d8_u4_t2,,3
300b04d8_u4_t3,300b04d8,Alphabet/word permutations,topic,300b04d8_u4,"Word permutation problems arrange letters of a word. If letters repeat, divide total arrangements by the factorial of each repeated letter's count. To keep vowels/consonants together, treat the group as a single unit, then multiply internal arrangements. Example: BHARAT has 2 A's → arrangements = 6!/2! = 360.",3
300b04d8_u4_t3_s1,300b04d8,Handling repeated letters (divide by factorials),subtopic,300b04d8_u4_t3,,1
300b04d8_u4_t3_s2,300b04d8,Treating grouped letters as single unit (vowels/consonants together),subtopic,300b04d8_u4_t3,,2
300b04d8_u4_t3_s3,300b04d8,"Examples: BHARAT (vowels together), AMISHA (consonants together)",subtopic,300b04d8_u4_t3,,3
300b04d8_u4_t4,300b04d8,Rank of a word,topic,300b04d8_u4,"The lexicographic rank of a word tells its position in a dictionary-style list of all permutations. Arrange the word's letters alphabetically. Then for each letter in the word, count smaller letters available, multiply by factorial of remaining positions, and sum. Add 1 at the end. Example: Rank of ROHIT = 85.",4
300b04d8_u4_t4_s1,300b04d8,Lexicographic ordering method (count smaller-first letters),subtopic,300b04d8_u4_t4,,1
300b04d8_u4_t4_s2,300b04d8,Compute contributions position-wise using factorials,subtopic,300b04d8_u4_t4,,2
300b04d8_u4_t4_s3,300b04d8,Example: rank of ROHIT = 85,subtopic,300b04d8_u4_t4,,3
300b04d8_u5,300b04d8,Pipes and Cisterns,unit,,,5
300b04d8_u5_t1,300b04d8,Pipe types,topic,300b04d8_u5,Pipes in a cistern problem are of two types. An inlet pipe adds water — it fills the tank. An outlet pipe (or waste pipe) removes water — it empties the tank. Understanding which pipe does what is the first step. Most problems combine both types. Example: Pipe A fills in 6 hours (inlet); Pipe B drains in 10 hours (outlet).,1
300b04d8_u5_t1_s1,300b04d8,Inlet pipe fills a tank,subtopic,300b04d8_u5_t1,,1
300b04d8_u5_t1_s2,300b04d8,Outlet pipe (or waste) empties a tank,subtopic,300b04d8_u5_t1,,2
300b04d8_u5_t2,300b04d8,Unit rate and sign convention,topic,300b04d8_u5,"Every pipe has a unit rate: fraction of tank filled or emptied per unit time. An inlet pipe has a positive rate (+1/x), an outlet pipe has a negative rate (−1/y). Combine all rates algebraically. Net rate = sum of all inlet rates − sum of all outlet rates. Example: Inlet 1/6, outlet 1/10 → net = 1/6 − 1/10 = 2/30 = 1/15 per hour.",2
300b04d8_u5_t2_s1,300b04d8,Part filled per hour = 1/x for x‑hour pipe,subtopic,300b04d8_u5_t2,,1
300b04d8_u5_t2_s2,300b04d8,Outlet pipe treated as negative work (negative rate),subtopic,300b04d8_u5_t2,,2
300b04d8_u5_t3,300b04d8,Two-pipe filling,topic,300b04d8_u5,"Two inlet pipes working together have a combined rate = 1/x + 1/y. Time to fill together = xy/(x+y). An alternate approach is the LCM method: assume tank capacity = LCM(x,y), find each pipe's hourly output (in units), add them, and divide capacity by total hourly output. Both methods give the same answer.",3
300b04d8_u5_t3_s1,300b04d8,Combined rate = 1/x + 1/y,subtopic,300b04d8_u5_t3,,1
300b04d8_u5_t3_s2,300b04d8,Time to fill = xy/(x+y),subtopic,300b04d8_u5_t3,,2
300b04d8_u5_t3_s3,300b04d8,Alternate LCM method for capacities and rates,subtopic,300b04d8_u5_t3,,3
300b04d8_u5_t4,300b04d8,Filling with an emptying pipe,topic,300b04d8_u5,"When both inlet and outlet pipes are open, the net filling rate = inlet rate − outlet rate. Use the LCM method: capacity = LCM of all time values. Assign positive rates to inlets, negative to outlets. Sum all rates. Time to fill = capacity / net rate. Example: Fill in 12 hrs, empty in 18 hrs → net = 1/12 − 1/18 = 1/36 per hour → 36 hours to fill.",4
300b04d8_u5_t4_s1,300b04d8,Include outlet as negative efficiency in sum,subtopic,300b04d8_u5_t4,,1
300b04d8_u5_t4_s2,300b04d8,Time = LCM/(sum of efficiencies including negative),subtopic,300b04d8_u5_t4,,2
300b04d8_u5_t5,300b04d8,Examples and calculations,topic,300b04d8_u5,"Standard exam examples: (1) Pipes of 40 hrs and 60 hrs together fill in 40×60/(40+60) = 24 hours. (2) Three pipes: 12-hr fill, 18-hr fill, 30-hr empty → LCM=180. Rates: +15, +10, −6 → net = +19. Time = 180/19 hours. Practice both the fraction method and LCM method for speed and accuracy.",5
300b04d8_u5_t5_s1,300b04d8,40‑hr and 60‑hr pipes together → 24 hours,subtopic,300b04d8_u5_t5,,1
300b04d8_u5_t5_s2,300b04d8,"12, 18 fill and 30 empty → 180/19 hours",subtopic,300b04d8_u5_t5,,2
300b04d8_u6,300b04d8,Probabiliity - Cards and Miscellaneous,unit,,,6
300b04d8_u6_t1,300b04d8,Cards — deck structure,topic,300b04d8_u6,"A standard deck has 52 cards divided into 4 suits: Hearts ♥, Diamonds ♦, Clubs ♣, Spades ♠. Each suit has 13 cards: Ace (A), 2 through 10, Jack (J), Queen (Q), King (K). Hearts and Diamonds are red suits; Clubs and Spades are black suits. Face cards are J, Q, K (12 in total). Memorise this structure for all card probability problems.",1
300b04d8_u6_t1_s1,300b04d8,52 cards: 4 suits × 13 ranks,subtopic,300b04d8_u6_t1,,1
300b04d8_u6_t1_s2,300b04d8,"Ranks: A, 2–10, J, Q, K",subtopic,300b04d8_u6_t1,,2
300b04d8_u6_t1_s3,300b04d8,"Face cards: J, Q, K",subtopic,300b04d8_u6_t1,,3
300b04d8_u6_t2,300b04d8,Card probabilities,topic,300b04d8_u6,"Card probability = (number of favourable cards) / 52. Common values: P(King) = 4/52 = 1/13 (4 Kings in deck). P(Diamond) = 13/52 = 1/4 (13 Diamonds). P(red card) = 26/52 = 1/2. P(Jack of Spades) = 1/52. Always clearly count the favourable outcomes, then divide by 52.",2
300b04d8_u6_t2_s1,300b04d8,P(King) = 4/52 = 1/13,subtopic,300b04d8_u6_t2,,1
300b04d8_u6_t2_s2,300b04d8,P(Diamond) = 13/52 = 1/4,subtopic,300b04d8_u6_t2,,2
300b04d8_u6_t2_s3,300b04d8,Counting favourable outcomes in a 52-card deck,subtopic,300b04d8_u6_t2,,3
300b04d8_u6_t3,300b04d8,Replacement concepts,topic,300b04d8_u6,"In probability draws: 'with replacement' means the item is returned before the next draw, so the deck stays at 52 cards (independent events). 'Without replacement' means the drawn item is removed, reducing the deck (dependent events). If the problem doesn't specify, assume without replacement. This distinction changes the probability calculation significantly.",3
300b04d8_u6_t3_s1,300b04d8,With replacement: items returned → independent draws,subtopic,300b04d8_u6_t3,,1
300b04d8_u6_t3_s2,300b04d8,Without replacement: items not returned → dependent draws,subtopic,300b04d8_u6_t3,,2
300b04d8_u6_t3_s3,300b04d8,Default convention: assume without replacement if unspecified,subtopic,300b04d8_u6_t3,,3
300b04d8_u6_t4,300b04d8,Two-card examples,topic,300b04d8_u6,Two-card probability problems test replacement understanding. With replacement: P(both red) = (1/2)² = 1/4. Without replacement: P(both red) = (26/52) × (25/51) = 650/2652 = 25/102. The difference arises because the second draw depends on the first. Practice both types with various card conditions.,4
300b04d8_u6_t4_s1,300b04d8,Both red with replacement: (26/52)^2 = 1/4,subtopic,300b04d8_u6_t4,,1
300b04d8_u6_t4_s2,300b04d8,Both red without replacement: (26/52)*(25/51) = 25/102,subtopic,300b04d8_u6_t4,,2
300b04d8_u6_t5,300b04d8,Miscellaneous drawing problems,topic,300b04d8_u6,"Non-card probability problems involve balls, pens, marbles in bags. Use the same approach: identify total and favourable outcomes, apply replacement or non-replacement logic. Example: A bag has 7 red and 8 blue pens. P(red pen) = 7/15. For two draws with replacement: multiply individual probabilities. Without replacement: adjust total and favourable counts each draw.",5
300b04d8_u6_t5_s1,300b04d8,Pen example: P(red) = 7/15,subtopic,300b04d8_u6_t5,,1
300b04d8_u6_t5_s2,300b04d8,Ball draws with replacement: (9/20)*(4/20) = 9/100,subtopic,300b04d8_u6_t5,,2
300b04d8_u6_t5_s3,300b04d8,Ball draws without replacement: (9/20)*(4/19) = 9/95,subtopic,300b04d8_u6_t5,,3
300b04d8_u7,300b04d8,Probability -  Coins & Dice,unit,,,7
300b04d8_u7_t1,300b04d8,Probability basics,topic,300b04d8_u7,"Probability measures how likely an event is. Formula: P(event) = favourable outcomes / total outcomes. Value is always between 0 (impossible) and 1 (certain). The set of all possible outcomes is the sample space. Example: Tossing a coin → sample space = {H, T}, P(H) = 1/2. Problems fall into four types: coins, dice, cards, and miscellaneous draws.",1
300b04d8_u7_t1_s1,300b04d8,Definition: favourable outcomes / total outcomes,subtopic,300b04d8_u7_t1,,1
300b04d8_u7_t1_s2,300b04d8,Probability range: 0 to 1,subtopic,300b04d8_u7_t1,,2
300b04d8_u7_t1_s3,300b04d8,Sample space and outcome counting,subtopic,300b04d8_u7_t1,,3
